make,model,year,mileage,fuelType,engineCapacity,price
Opel,Vectra,2003,191 000 km,Benzina,1 796 cm3,2 250
Audi,A6,2009,277 000 km,Diesel,2 698 cm3,7 490
Renault,Megane,2019,9 143 km,Benzina,1 332 cm3,17 450
Mercedes-Benz,E,2018,47 963 km,Diesel,1 950 cm3,32 900
Kia,Sportage,2010,141 557 km,Diesel,1 995 cm3,10 999
Skoda,Octavia,2005,210 000 km,Diesel,1 896 cm3,3 490
Opel,Astra,2008,108 000 km,Benzina,1 364 cm3,2 100
Dacia,Duster,2014,136 000 km,Diesel,1 500 cm3,8 150
Volkswagen,Passat,2011,231 000 km,Diesel,1 968 cm3,7 500
Mercedes-Benz,GLE,2019,3 000 km,Benzina,2 999 cm3,82 400
Subaru,Forester,2012,207 300 km,Diesel,1 998 cm3,7 800
Dacia,Duster,2018,80 502 km,Benzina,1 197 cm3,12 364
BMW,Seria 3,2016,116 441 km,Diesel,1 995 cm3,18 800
Volkswagen,Touareg,2014,133 000 km,Diesel,2 967 cm3,20 900
BMW,Seria 7,2009,321 000 km,Diesel,2 993 cm3,11 900
Opel,Combo,2009,154 715 km,Diesel,1 700 cm3,3 299
Audi,A4,2016,105 000 km,Diesel,1 968 cm3,17 838
Opel,Insignia,2010,153 000 km,Diesel,1 956 cm3,4 500
Ford,Focus,2017,80 000 km,Benzina,999 cm3,6 990
Audi,A6,2010,230 000 km,Diesel,2 998 cm3,7 990
Volkswagen,Tiguan,2011,260 000 km,Diesel,1 968 cm3,8 990
Bentley,Continental,2020,2 917 km,Benzina,5 998 cm3,243 831
Skoda,Octavia,2019,21 000 km,Benzina,1 498 cm3,21 000
Volkswagen,Touareg,2020,22 000 km,Diesel,2 967 cm3,43 911
Volkswagen,Touran,2016,149 309 km,Diesel,1 968 cm3,14 990
Seat,Leon,2011,216 461 km,Diesel,1 598 cm3,4 990
Dacia,Logan,2016,35 721 km,Benzina,898 cm3,6 250
Volkswagen,Touran,2007,203 289 km,Diesel,1 899 cm3,4 999
Opel,Astra,2006,178 000 km,Diesel,1 910 cm3,1 690
Ford,Fiesta,2004,163 000 km,Diesel,1 400 cm3,2 699
Mercedes-Benz,S,2020,9 200 km,Hibrid,2 996 cm3,92 582
Fiat,500,2009,53 000 km,Benzina,1 242 cm3,3 650
Suzuki,Grand,2006,245 000 km,Diesel,1 890 cm3,4 850
Skoda,Octavia,2015,159 000 km,Diesel,1 600 cm3,8 925
Volkswagen,Tiguan,2017,153 802 km,Diesel,1 968 cm3,21 500
Volkswagen,Passat,2016,151 000 km,Diesel,1 999 cm3,17 255
Chevrolet,Cruze,2013,80 000 km,Benzina,1 598 cm3,6 400
Peugeot,Boxer,2009,146 000 km,Diesel,2 200 cm3,5 150
Volkswagen,Passat,2015,110 000 km,Diesel,1 986 cm3,25 250
BMW,Seria 7,2012,266 000 km,Diesel,2 993 cm3,16 400
Audi,A6,2013,134 400 km,Benzina,2 995 cm3,17 700
Fiat,Punto,2000,196 046 km,Diesel,1 910 cm3,400
Opel,Grandland,2020,50 km,Benzina,1 199 cm3,18 999
Volkswagen,Golf,2006,230 000 km,Diesel,1 968 cm3,3 200
Citroën,Xsara,2002,210 000 km,Diesel,1 997 cm3,1 500
Opel,Grandland,2020,35 km,Benzina,1 199 cm3,21 849
Mercedes-Benz,GLA,2020,3 km,Diesel,1 950 cm3,52 241
BMW,Seria 5,2013,122 232 km,Diesel,1 995 cm3,15 900
Mercedes-Benz,GLE,2018,29 512 km,Diesel,2 987 cm3,45 117
Mercedes-Benz,GLE,2016,110 156 km,Diesel,2 987 cm3,33 842
BMW,Seria 3,2010,217 517 km,Diesel,1 995 cm3,7 500
Volkswagen,Passat,2012,158 465 km,Diesel,1 968 cm3,14 500
Peugeot,508,2017,188 587 km,Diesel,1 560 cm3,8 990
Volkswagen,Touran,2011,201 288 km,Diesel,1 968 cm3,7 990
BMW,Seria 3,2017,152 583 km,Diesel,1 995 cm3,16 950
Skoda,Superb,2016,146 000 km,Diesel,1 968 cm3,11 790
Mazda,3,2005,119 000 km,Benzina,1 598 cm3,2 490
Nissan,Juke,2015,69 784 km,Benzina,1 598 cm3,9 282
Skoda,Octavia,2005,320 000 km,Diesel,1 896 cm3,1 750
Nissan,Qashqai,2011,198 000 km,Benzina,1 600 cm3,6 800
Audi,A4,2017,235 000 km,Diesel,1 986 cm3,14 800
BMW,Seria 3,2016,172 590 km,Diesel,1 995 cm3,12 750
Ford,Focus,2016,86 510 km,Diesel,1 498 cm3,8 750
Mercedes-Benz,S,2020,11 100 km,Hibrid,2 996 cm3,84 252
Skoda,Roomster,2009,170 000 km,Benzina,1 598 cm3,4 950
Opel,Astra,2020,1 km,Benzina,1 199 cm3,14 850
Volkswagen,Jetta,2016,63 292 km,Diesel,1 968 cm3,11 489
Dacia,Logan,2015,89 984 km,Benzina,1 149 cm3,5 450
Hyundai,Tucson,2017,24 162 km,Diesel,1 995 cm3,22 500
Mercedes-Benz,GLS,2020,15 km,Diesel,2 925 cm3,95 188
Mercedes-Benz,C,2019,25 014 km,Diesel,1 597 cm3,28 900
Mercedes-Benz,GLE,2019,23 538 km,Diesel,2 987 cm3,55 375
Renault,Clio,2017,135 000 km,Diesel,1 461 cm3,5 690
Land,Rover,2016,86 000 km,Diesel,1 999 cm3,24 900
Renault,Clio,2017,90 000 km,Diesel,1 461 cm3,6 190
Renault,Clio,2017,105 000 km,Diesel,1 461 cm3,5 990
Volkswagen,Amarok,2016,198 000 km,Diesel,1 968 cm3,16 900
Renault,Clio,2017,100 000 km,Diesel,1 461 cm3,6 490
Opel,Astra,2018,80 000 km,Benzina,1 399 cm3,8 990
Honda,Civic,2013,198 500 km,Benzina,1 798 cm3,7 700
Skoda,Octavia,2009,278 000 km,Diesel,1 968 cm3,4 799
Mercedes-Benz,E,2015,239 000 km,Diesel,2 993 cm3,17 890
Skoda,Superb,2015,117 332 km,Diesel,1 968 cm3,13 900
Ford,Mondeo,2017,164 096 km,Diesel,1 997 cm3,11 350
Volkswagen,Crafter,2012,269 746 km,Diesel,1 968 cm3,7 500
Volkswagen,Passat,2006,201 000 km,Diesel,1 968 cm3,3 899
Mercedes-Benz,GLE,2017,124 967 km,Diesel,2 987 cm3,47 169
Volkswagen,Touran,2006,249 000 km,Diesel,1 968 cm3,3 200
Audi,Q5,2016,236 000 km,Diesel,2 000 cm3,16 899
Lexus,Seria,2016,70 000 km,Hibrid,2 499 cm3,22 000
Renault,Grand,2011,137 260 km,Diesel,1 461 cm3,4 900
Mercedes-Benz,GLC,2017,70 000 km,Diesel,2 143 cm3,36 500
Mercedes-Benz,GLE,2018,35 700 km,Diesel,2 987 cm3,57 346
Lexus,Seria,2015,50 000 km,Benzina,1 998 cm3,27 000
Mercedes-Benz,S,2020,26 600 km,Diesel,2 925 cm3,74 018
Mercedes-Benz,GLE,2016,121 000 km,Diesel,2 987 cm3,42 983
Porsche,Carrera,2015,170 km,Benzina,4 790 cm3,160 000
Suzuki,Vitara,2020,2 km,Hibrid,1 373 cm3,15 949
Mercedes-Benz,Vito,2020,20 km,Diesel,2 143 cm3,36 527
Audi,Q8,2020,15 km,Diesel,2 968 cm3,86 263
Ford,Focus,2019,10 700 km,Diesel,1 499 cm3,16 959
Skoda,RAPID,2016,127 252 km,Diesel,1 422 cm3,6 950
Dodge,Challenger,2012,259 000 km,Benzina,3 600 cm3,11 000
Audi,A4,2003,350 000 km,Diesel,1 896 cm3,2 900
Skoda,Kodiaq,2020,8 536 km,Diesel,1 968 cm3,44 500
Renault,Megane,2017,158 000 km,Diesel,1 498 cm3,8 250
BMW,Seria 7,2015,62 000 km,Diesel,2 993 cm3,39 000
Mercedes-Benz,GLE,2017,45 645 km,Diesel,2 987 cm3,49 949
Mercedes-Benz,GLE,2018,59 950 km,Benzina,2 996 cm3,51 283
Honda,Jazz,2020,1 km,Hibrid,1 498 cm3,19 990
Skoda,Superb,2007,452 131 km,Benzina,2 771 cm3,1 990
Land,Rover,2016,40 500 km,Diesel,3 000 cm3,64 855
Mercedes-Benz,C,2010,229 103 km,Diesel,2 143 cm3,7 490
Honda,CR-V,2011,249 627 km,Diesel,2 199 cm3,9 490
Mercedes-Benz,GLE,2019,19 825 km,Benzina,2 996 cm3,65 552
BMW,X5,2016,185 747 km,Diesel,2 990 cm3,22 900
Mercedes-Benz,GLE,2016,146 800 km,Benzina,2 996 cm3,47 087
Ford,Focus,2016,80 000 km,Diesel,1 498 cm3,7 842
BMW,X6,2020,5 571 km,Benzina,4 395 cm3,88 997
Skoda,Octavia,2016,158 198 km,Diesel,1 598 cm3,7 450
Mazda,CX-5,2016,115 400 km,Diesel,2 191 cm3,15 500
Opel,Vivaro,2020,1 km,Diesel,1 499 cm3,21 396
Mercedes-Benz,S,2020,21 750 km,Diesel,2 925 cm3,72 947
BMW,X3,2011,217 000 km,Diesel,1 995 cm3,13 700
Volkswagen,Touareg,2017,70 000 km,Diesel,3 000 cm3,29 800
Toyota,Avensis,2012,225 000 km,Diesel,1 998 cm3,7 100
Volkswagen,Passat,2017,177 000 km,Diesel,1 967 cm3,14 700
Peugeot,508,2013,147 500 km,Diesel,1 997 cm3,8 200
Seat,Ibiza,2014,223 100 km,Diesel,1 199 cm3,4 400
Mercedes-Benz,S,2007,180 000 km,Diesel,2 987 cm3,6 950
BMW,Seria 5,2011,148 375 km,Diesel,2 997 cm3,10 790
Volkswagen,Passat,2010,229 000 km,Diesel,1 968 cm3,4 490
Skoda,Octavia,2018,46 000 km,Benzina,1 984 cm3,19 600
Volkswagen,Polo,2013,134 650 km,Benzina,1 198 cm3,5 490
Volkswagen,Touran,2009,193 500 km,Diesel,1 986 cm3,4 400
Skoda,Superb,2016,133 000 km,Diesel,1 968 cm3,11 990
Audi,A6,2018,154 019 km,Diesel,1 968 cm3,23 490
BMW,X5,2014,230 000 km,Diesel,2 993 cm3,23 400
Ford,Focus,2014,101 000 km,Benzina,999 cm3,4 950
Mini,Cooper,2011,195 689 km,Benzina,1 598 cm3,5 899
Ford,Focus,2018,33 500 km,Diesel,1 498 cm3,10 600
Skoda,RAPID,2017,91 000 km,Diesel,1 596 cm3,7 949
Volkswagen,Tiguan,2013,182 000 km,Diesel,1 968 cm3,11 699
Opel,Astra,2017,130 000 km,Diesel,1 598 cm3,11 305
Volkswagen,Jetta,2016,129 315 km,Diesel,1 968 cm3,10 289
Opel,Corsa,2020,5 km,Benzina,1 199 cm3,12 150
Opel,Corsa,2020,5 km,Benzina,1 199 cm3,13 240
Suzuki,SX4,2020,2 km,Hibrid,1 373 cm3,14 949
Audi,A6,2016,20 000 km,Diesel,1 968 cm3,28 000
Volkswagen,Passat,2015,72 160 km,Diesel,1 968 cm3,16 900
Ford,Mondeo,2003,277 000 km,Diesel,1 998 cm3,1 190
Skoda,RAPID,2017,79 000 km,Benzina,1 190 cm3,8 984
Mercedes-Benz,A,2019,6 000 km,Diesel,1 461 cm3,35 485
Toyota,Auris,2016,31 000 km,Hibrid,1 798 cm3,14 990
Audi,A4,2018,135 000 km,Benzina,1 389 cm3,17 100
BMW,X1,2011,220 365 km,Diesel,1 998 cm3,7 990
Ford,Focus,2018,50 000 km,Diesel,1 498 cm3,10 500
Volvo,XC,2009,195 231 km,Diesel,2 400 cm3,7 800
BMW,Seria 3,2016,68 500 km,Benzina,1 997 cm3,19 000
Volkswagen,Caravelle,2002,320 000 km,Diesel,2 461 cm3,5 950
Audi,A3,2015,190 000 km,Diesel,1 598 cm3,11 900
Mazda,6,2016,200 000 km,Diesel,2 191 cm3,9 449
Mitsubishi,Outlander,2008,180 366 km,Diesel,1 968 cm3,5 790
Audi,A6,2017,89 300 km,Diesel,2 967 cm3,39 799
BMW,Seria 5,2013,200 000 km,Diesel,2 000 cm3,11 690
Suzuki,Vitara,2020,1 km,Benzina,1 373 cm3,14 500
Opel,Zafira,2012,146 000 km,Diesel,1 956 cm3,6 783
Mazda,CX-7,2010,158 000 km,Diesel,2 200 cm3,7 490
Volkswagen,Jetta,2007,139 000 km,Benzina,1 600 cm3,3 999
Dacia,Duster,2013,240 000 km,Diesel,1 461 cm3,5 850
BMW,Seria 5,2011,145 000 km,Diesel,1 995 cm3,9 850
Audi,A4,2018,180 000 km,Diesel,1 968 cm3,15 990
Volkswagen,Passat,2011,304 500 km,Diesel,1 968 cm3,8 000
Skoda,Octavia,2017,187 909 km,Diesel,1 598 cm3,9 999
Ford,Mondeo,2008,263 000 km,Diesel,1 997 cm3,3 700
Mercedes-Benz,GLE,2016,173 000 km,Diesel,2 987 cm3,31 500
Renault,Laguna,2015,152 200 km,Diesel,1 461 cm3,6 390
BMW,X5,2015,140 000 km,Diesel,2 993 cm3,36 990
Ford,KA,2011,138 000 km,Benzina,1 200 cm3,2 990
Mercedes-Benz,C,2015,196 700 km,Diesel,1 598 cm3,18 600
Ford,Ranger,2020,30 km,Diesel,1 999 cm3,53 538
Volvo,XC,2019,18 300 km,Benzina,1 969 cm3,55 680
Fiat,Doblo,2016,156 567 km,Diesel,1 248 cm3,6 190
Ford,Focus,2018,81 000 km,Diesel,1 498 cm3,9 600
Fiat,Linea,2009,99 000 km,Benzina,1 368 cm3,2 500
Volkswagen,Passat,2012,226 000 km,Diesel,1 968 cm3,6 990
Alfa,Romeo,2020,500 km,Benzina,1 995 cm3,48 375
Mercedes-Benz,GLC,2016,61 714 km,Diesel,2 143 cm3,33 300
Skoda,Octavia,2017,57 900 km,Diesel,1 968 cm3,15 690
Audi,A5,2008,211 671 km,Diesel,2 698 cm3,7 199
Renault,Laguna,2011,181 200 km,Diesel,1 995 cm3,4 990
Volkswagen,Polo,2005,188 000 km,Benzina,1 200 cm3,1 790
Audi,A4,2017,104 000 km,Diesel,1 968 cm3,21 301
Mercedes-Benz,S,2009,314 144 km,Diesel,2 987 cm3,10 299
Mercedes-Benz,GLC,2017,73 084 km,Diesel,2 143 cm3,47 780
BMW,X3,2017,114 900 km,Diesel,1 995 cm3,27 900
Dacia,Duster,2019,32 760 km,Diesel,1 461 cm3,16 600
Volkswagen,Passat,2016,193 900 km,Diesel,1 968 cm3,11 998
Volvo,S60,2011,215 000 km,Diesel,1 984 cm3,7 490
Skoda,RAPID,2016,83 396 km,Diesel,1 422 cm3,7 450
BMW,Seria 1,2008,212 000 km,Diesel,1 995 cm3,5 800
Porsche,Cayenne,2011,102 000 km,Hibrid,2 998 cm3,28 500
Renault,Megane,2012,189 000 km,Diesel,1 461 cm3,5 490
Opel,Astra,2005,260 000 km,Diesel,1 686 cm3,2 550
BMW,Seria 5,2012,174 000 km,Diesel,1 995 cm3,10 090
Mercedes-Benz,GLC,2018,164 000 km,Diesel,2 148 cm3,26 950
Skoda,Octavia,2012,199 562 km,Diesel,1 968 cm3,6 199
Ford,EcoSport,2020,2 000 km,Benzina,999 cm3,13 500
BMW,Seria 7,2016,120 000 km,Diesel,2 995 cm3,46 900
Ford,Ranger,2017,90 838 km,Diesel,3 198 cm3,25 900
Audi,A4,2006,204 000 km,Diesel,2 000 cm3,3 999
Hyundai,i20,2016,44 000 km,Benzina,1 248 cm3,7 000
Nissan,X-Trail,2010,159 650 km,Diesel,1 995 cm3,8 500
Mitsubishi,ASX,2012,183 000 km,Diesel,1 800 cm3,7 250
Dacia,Duster,2016,125 174 km,Diesel,1 461 cm3,9 044
Mercedes-Benz,C,2011,176 000 km,Diesel,2 143 cm3,7 800
Audi,A4,2017,93 600 km,Diesel,1 968 cm3,19 949
BMW,Seria 7,2018,26 000 km,Benzina,4 400 cm3,55 000
Opel,Crossland,2020,5 km,Benzina,1 199 cm3,14 740
Skoda,Superb,2017,59 688 km,Diesel,1 968 cm3,24 900
Dacia,Logan,2016,120 331 km,Diesel,1 461 cm3,5 650
Lamborghini,URUS,2020,50 km,Benzina,3 996 cm3,289 980
Dacia,Duster,2012,234 316 km,Diesel,1 461 cm3,5 690
Skoda,Octavia,2012,182 000 km,Diesel,2 000 cm3,6 250
Ford,Kuga,2016,160 000 km,Diesel,1 997 cm3,10 990
Volkswagen,Passat,2015,184 000 km,Diesel,1 600 cm3,9 990
Toyota,Corolla,2017,69 000 km,Diesel,1 364 cm3,15 650
Mercedes-Benz,GLA,2020,8 500 km,Diesel,1 950 cm3,37 711
Toyota,Corolla,2019,66 000 km,Hibrid,1 798 cm3,18 000
Opel,Insignia,2016,221 763 km,Diesel,1 398 cm3,7 950
Ford,Explorer,2011,191 000 km,Benzina,3 486 cm3,15 000
BMW,Seria 3,2014,177 028 km,Diesel,1 995 cm3,14 550
Jaguar,XF,2016,186 000 km,Diesel,2 993 cm3,16 550
Ford,Fiesta,2016,36 000 km,Benzina,999 cm3,6 900
Mercedes-Benz,CLA,2017,142 025 km,Benzina,1 595 cm3,19 990
Chrysler,PT,2002,280 000 km,Diesel,2 200 cm3,1 999
Ford,Focus,2013,187 000 km,Diesel,1 598 cm3,4 490
Audi,Q5,2018,58 100 km,Benzina,1 984 cm3,38 080
Ford,Focus,2019,8 950 km,Benzina,1 499 cm3,17 826
Fiat,Panda,2018,87 000 km,Diesel,1 285 cm3,10 500
BMW,Seria 1,2010,232 600 km,Diesel,1 995 cm3,5 750
BMW,X3,2005,217 000 km,Diesel,3 000 cm3,5 299
BMW,Seria 4,2020,12 000 km,Benzina,1 998 cm3,56 987
Volkswagen,Tiguan,2020,1 km,Benzina,1 498 cm3,28 364
Honda,Civic,2020,1 km,Benzina,988 cm3,18 890
BMW,Seria 4,2019,2 590 km,Diesel,1 995 cm3,39 699
Mercedes-Benz,CLS,2006,167 000 km,Benzina,5 000 cm3,5 000
Mercedes-Benz,GLE,2020,6 259 km,Diesel,1 991 cm3,77 499
Opel,Astra,2017,80 000 km,Benzina,1 598 cm3,7 990
Renault,Megane,2011,170 000 km,Diesel,1 461 cm3,4 990
Peugeot,3008,2012,190 000 km,Diesel,1 997 cm3,8 690
Fiat,Qubo,2018,10 000 km,Diesel,1 298 cm3,8 790
Fiat,Panda,2018,75 500 km,Diesel,1 285 cm3,10 600
Jeep,Wrangler,2012,101 104 km,Diesel,2 776 cm3,19 350
Dacia,Logan,2017,29 775 km,Benzina,999 cm3,6 499
Dacia,Logan,2019,5 km,Benzina,898 cm3,9 999
Renault,Megane,2016,140 995 km,Diesel,1 461 cm3,8 499
BMW,Seria 3,2014,161 956 km,Diesel,1 995 cm3,19 500
Ford,Mondeo,2015,186 500 km,Diesel,1 997 cm3,12 000
Audi,A3,2007,265 000 km,Diesel,2 000 cm3,3 490
Jaguar,XF,2014,93 000 km,Diesel,2 179 cm3,15 850
Land,Rover,2014,38 000 km,Diesel,2 187 cm3,23 900
Mercedes-Benz,G,2007,198 700 km,Diesel,4 000 cm3,29 990
Volkswagen,Transporter,2007,345 000 km,Diesel,1 900 cm3,4 343
Volkswagen,Transporter,2008,323 500 km,Diesel,1 900 cm3,4 760
Volkswagen,Passat,2009,227 300 km,Diesel,2 000 cm3,7 499
Skoda,Octavia,2014,245 000 km,Diesel,1 600 cm3,6 350
Opel,Insignia,2016,287 000 km,Diesel,2 000 cm3,6 999
Volkswagen,Multivan,2011,245 000 km,Diesel,2 000 cm3,12 650
Volkswagen,Polo,2002,167 000 km,Diesel,1 896 cm3,1 699
Toyota,C-HR,2020,9 285 km,Hibrid,1 997 cm3,26 500
Mazda,CX-5,2015,149 796 km,Diesel,2 191 cm3,15 990
Hyundai,IONIQ,2020,20 630 km,Hibrid,1 580 cm3,19 900
Dacia,Duster,2017,54 000 km,Diesel,1 500 cm3,10 700
Mercedes-Benz,E,2018,12 000 km,Diesel,1 950 cm3,44 989
Volkswagen,Touareg,2014,134 000 km,Diesel,2 967 cm3,22 900
Mercedes-Benz,E,2019,31 590 km,Diesel,1 950 cm3,49 968
Audi,Q5,2011,268 314 km,Diesel,1 968 cm3,12 350
Audi,A6,2019,12 000 km,Benzina,1 984 cm3,55 000
Mercedes-Benz,Viano,2014,208 000 km,Diesel,2 987 cm3,20 900
Volkswagen,Golf,2015,185 180 km,Diesel,1 598 cm3,7 997
Volkswagen,Golf,2012,167 000 km,Benzina,1 390 cm3,5 990
Renault,Kadjar,2016,190 363 km,Diesel,1 461 cm3,11 900
Mazda,3,2006,203 069 km,Benzina,1 598 cm3,2 999
BMW,Seria 5,2010,173 750 km,Diesel,1 995 cm3,10 990
Seat,Leon,2008,150 732 km,Diesel,1 896 cm3,3 150
Volkswagen,Transporter,2015,246 000 km,Diesel,2 000 cm3,11 500
Volkswagen,Tiguan,2016,159 000 km,Diesel,1 968 cm3,13 999
Mercedes-Benz,B,2018,6 584 km,Benzina,1 595 cm3,19 999
Mercedes-Benz,GLA,2019,8 143 km,Benzina,1 595 cm3,23 780
Kia,Sportage,2013,174 950 km,Diesel,1 685 cm3,8 950
Opel,Antara,2014,120 000 km,Diesel,2 231 cm3,10 500
Audi,S8,2020,13 500 km,Benzina,3 996 cm3,129 698
Opel,Crossland,2020,5 km,Benzina,1 199 cm3,14 500
Audi,Q8,2019,15 km,Diesel,2 968 cm3,76 148
Dacia,Duster,2015,85 437 km,Diesel,1 461 cm3,8 850
Citroën,C3,2014,131 200 km,Benzina,1 199 cm3,5 490
Land,Rover,2020,1 km,Benzina,2 996 cm3,95 477
Volkswagen,Passat,2008,169 000 km,Benzina,1 798 cm3,4 850
Volkswagen,Sharan,2008,262 480 km,Diesel,1 896 cm3,3 990
Volkswagen,Golf,2004,255 000 km,Diesel,1 998 cm3,3 400
Renault,Espace,2016,148 300 km,Benzina,1 618 cm3,17 838
Audi,A6,2014,102 500 km,Diesel,1 968 cm3,18 200
Dacia,Lodgy,2016,314 000 km,Benzina,1 598 cm3,4 790
Dacia,Duster,2011,180 892 km,Diesel,1 486 cm3,5 990
Audi,A4,2018,140 000 km,Diesel,1 968 cm3,20 167
Ford,Kuga,2016,178 389 km,Diesel,1 997 cm3,12 650
Mercedes-Benz,C,2007,245 120 km,Diesel,2 148 cm3,5 400
Ford,Fiesta,2012,190 000 km,Diesel,1 399 cm3,3 500
Volvo,V60,2011,188 984 km,Benzina,1 596 cm3,6 400
BMW,X4,2020,1 km,Diesel,1 995 cm3,62 422
Skoda,Octavia,2006,260 000 km,Diesel,1 968 cm3,4 250
Volkswagen,Passat,2016,165 518 km,Diesel,1 560 cm3,9 850
Opel,Corsa,2020,1 km,Benzina,1 199 cm3,13 600
Volkswagen,Passat,2011,245 710 km,Diesel,1 968 cm3,6 950
Audi,A6,2011,214 000 km,Diesel,2 998 cm3,13 500
Skoda,Superb,2016,65 780 km,Diesel,1 968 cm3,17 949
Renault,Symbol,2005,160 000 km,Benzina,1 390 cm3,1 390
Audi,A3,2010,146 000 km,Benzina,1 390 cm3,7 390
Audi,A5,2011,243 600 km,Diesel,2 967 cm3,12 149
Suzuki,Vitara,2017,97 600 km,Benzina,1 586 cm3,11 500
Volkswagen,Polo,2009,173 000 km,Benzina,1 200 cm3,2 990
Audi,A3,2006,250 000 km,Diesel,1 968 cm3,3 990
Ford,Transit,2013,548 000 km,Diesel,2 198 cm3,4 550
Peugeot,308,2009,240 000 km,Diesel,1 560 cm3,2 990
Skoda,Yeti,2010,221 000 km,Diesel,1 968 cm3,6 290
Ford,Transit,2013,331 000 km,Diesel,2 198 cm3,6 749
Fiat,Ducato,2016,79 000 km,Diesel,2 287 cm3,15 599
Rolls-Royce,Cullinan,2019,3 350 km,Benzina,6 749 cm3,368 781
Skoda,Octavia,2010,174 000 km,Diesel,1 598 cm3,4 400
Seat,Leon,2016,172 000 km,Diesel,1 600 cm3,7 950
Porsche,Cayenne,2012,155 000 km,Diesel,2 999 cm3,23 800
BMW,Seria 3,2016,74 000 km,Diesel,1 995 cm3,18 500
Mercedes-Benz,GLA,2017,27 000 km,Diesel,2 143 cm3,23 500
Volkswagen,Polo,2010,130 000 km,Benzina,1 200 cm3,4 499
Hyundai,I30,2016,63 000 km,Diesel,1 396 cm3,8 699
BMW,Seria 1,2011,245 000 km,Benzina,2 979 cm3,15 500
Audi,A5,2017,122 889 km,Diesel,2 967 cm3,29 690
Dacia,Sandero,2017,34 000 km,Benzina,898 cm3,7 700
Dacia,Duster,2013,190 000 km,Benzina,1 600 cm3,6 199
BMW,Seria 4,2019,3 232 km,Diesel,1 995 cm3,41 296
Mazda,CX-5,2017,107 243 km,Diesel,2 191 cm3,26 168
Ford,Focus,2014,99 400 km,Benzina,999 cm3,8 390
Mercedes-Benz,GLE,2018,11 000 km,Diesel,2 987 cm3,59 381
Mercedes-Benz,GLE,2019,8 371 km,Benzina,2 999 cm3,86 900
Ford,EcoSport,2015,98 000 km,Benzina,999 cm3,8 590
BMW,X5,2016,130 000 km,Hibrid,1 998 cm3,35 990
Citroën,C4,2011,162 000 km,Diesel,1 560 cm3,4 780
BMW,Seria 5,2008,239 000 km,Diesel,2 993 cm3,9 459
Volkswagen,Caravelle,2010,400 000 km,Diesel,2 500 cm3,7 100
Mazda,6,2002,234 000 km,Benzina,1 800 cm3,2 600
Renault,Megane,2003,240 000 km,Diesel,1 461 cm3,1 700
Chevrolet,Orlando,2012,152 000 km,Benzina,1 796 cm3,6 000
Audi,A4,2016,118 700 km,Diesel,1 968 cm3,21 899
Audi,A4,2011,214 500 km,Diesel,1 968 cm3,8 499
Renault,Megane,2016,24 500 km,Benzina,1 618 cm3,15 380
BMW,X6,2015,180 000 km,Benzina,4 400 cm3,44 500
Mercedes-Benz,GLC,2017,134 000 km,Diesel,2 143 cm3,34 700
Opel,Insignia,2017,193 000 km,Diesel,1 998 cm3,14 800
Seat,Leon,2008,196 000 km,Diesel,2 000 cm3,3 299
Skoda,Fabia,2015,170 000 km,Diesel,1 422 cm3,5 000
Mazda,6,2009,216 000 km,Diesel,2 000 cm3,3 999
Mercedes-Benz,E,2020,26 823 km,Diesel,1 950 cm3,40 390
Dacia,Logan,2019,15 000 km,Diesel,1 461 cm3,9 518
Fiat,500,2009,185 000 km,Diesel,1 200 cm3,3 799
BMW,Seria 3,2013,217 000 km,Diesel,1 995 cm3,14 499
Mini,ONE,2014,132 000 km,Diesel,1 598 cm3,6 999
Audi,A6,2016,129 000 km,Diesel,1 968 cm3,23 900
Renault,Megane,2019,19 296 km,Diesel,1 461 cm3,13 900
BMW,X6,2019,16 315 km,Benzina,4 395 cm3,94 980
Mitsubishi,ASX,2014,110 000 km,Diesel,2 268 cm3,9 900
Peugeot,4008,2012,195 000 km,Diesel,1 560 cm3,8 250
Volkswagen,Golf,2009,139 551 km,Benzina,1 390 cm3,5 900
Volvo,V60,2014,254 500 km,Diesel,1 997 cm3,8 990
Citroën,C4,2008,231 676 km,Diesel,1 560 cm3,2 100
Mercedes-Benz,Sprinter,2012,212 471 km,Diesel,2 143 cm3,9 990
Volkswagen,Passat,2013,190 329 km,Diesel,1 968 cm3,6 799
Audi,SQ8,2020,1 km,Diesel,3 956 cm3,123 641
Audi,A4,2010,160 173 km,Benzina,1 796 cm3,6 990
Volkswagen,Passat,2016,188 415 km,Diesel,1 968 cm3,12 700
Mercedes-Benz,GLC,2019,100 km,Diesel,1 950 cm3,56 668
Honda,Civic,2018,17 100 km,Benzina,1 498 cm3,20 000
Nissan,Qashqai,2008,220 000 km,Diesel,2 000 cm3,6 199
Volkswagen,Golf,2005,177 000 km,Benzina,1 595 cm3,3 150
Mercedes-Benz,A,2006,127 000 km,Diesel,1 800 cm3,2 150
Dacia,Logan,2014,58 000 km,Benzina,1 149 cm3,5 000
Mercedes-Benz,Sprinter,2007,250 000 km,Diesel,2 148 cm3,5 000
Seat,Ibiza,2013,178 847 km,Benzina,1 390 cm3,4 990
Mercedes-Benz,GLE,2017,136 000 km,Diesel,2 987 cm3,43 075
Seat,Leon,2011,103 100 km,Benzina,1 390 cm3,5 290
Dacia,Duster,2017,143 500 km,Diesel,1 461 cm3,9 290
